Student_ID,Q1_Matric_Subject,Q2_Intermediate_Program,Q3_Grade_Bucket,Q4_Math_Aptitude,Q5_Verbal_Skills,Q6_Creative_Interest,Q7_Tech_Orientation,Q8_Study_Duration,Q9_Work_Environment,Q10_Career_Track
403,Science with Biology,FA / Humanities,Below 60% (C Grade or lower),1,5,5,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
404,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,3,1,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
405,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),4,4,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
406,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),3,3,2,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
407,Science with Computer Science,I.Com (Commerce),70% – 80% (A Grade),2,3,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
408,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),1,5,4,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
409,Science with Computer Science,I.Com (Commerce),60% – 70% (B Grade),4,3,2,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
410,Science with Computer Science,ICS (Intermediate in Computer Science),Above 80% (A-1 Grade),4,4,2,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
411,Science with Biology,FA / Humanities,Below 60% (C Grade or lower),2,1,3,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
412,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,4,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
413,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),5,1,2,3,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
414,Science with Biology,ICS (Intermediate in Computer Science),60% – 70% (B Grade),4,3,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
415,Arts / Humanities,I.Com (Commerce),60% – 70% (B Grade),1,5,4,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
416,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,3,1,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
417,Arts / Humanities,FSc Pre-Medical,Above 80% (A-1 Grade),2,4,4,2,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
418,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),5,3,2,5,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
419,Science with Biology,FA / Humanities,70% – 80% (A Grade),1,5,4,2,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
420,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,5,5,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
421,Science with Biology,ICS (Intermediate in Computer Science),60% – 70% (B Grade),2,2,4,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
422,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),2,4,4,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
423,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),3,2,3,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
424,Science with Biology,FA / Humanities,70% – 80% (A Grade),1,5,4,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
425,Arts / Humanities,I.Com (Commerce),60% – 70% (B Grade),3,4,4,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
426,Arts / Humanities,ICS (Intermediate in Computer Science),70% – 80% (A Grade),2,3,5,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
427,Arts / Humanities,I.Com (Commerce),60% – 70% (B Grade),2,4,5,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
428,Science with Biology,ICS (Intermediate in Computer Science),70% – 80% (A Grade),1,3,4,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
429,Science with Computer Science,ICS (Intermediate in Computer Science),Above 80% (A-1 Grade),5,3,2,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Engineering & Architecture
430,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),2,4,5,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
431,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),3,2,3,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
432,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),2,4,3,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
433,Science with Biology,I.Com (Commerce),Below 60% (C Grade or lower),2,3,3,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
434,Arts / Humanities,FSc Pre-Engineering,70% – 80% (A Grade),1,4,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
435,Arts / Humanities,ICS (Intermediate in Computer Science),60% – 70% (B Grade),1,4,5,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
436,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),2,4,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
437,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),3,5,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
438,Science with Biology,I.Com (Commerce),Above 80% (A-1 Grade),1,5,2,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
439,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,4,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
440,Arts / Humanities,I.Com (Commerce),Above 80% (A-1 Grade),1,5,4,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
441,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),2,5,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
442,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),2,3,3,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
443,Science with Computer Science,I.Com (Commerce),60% – 70% (B Grade),3,4,2,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
444,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),5,2,3,5,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
445,Science with Computer Science,ICS (Intermediate in Computer Science),Above 80% (A-1 Grade),4,2,4,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
446,Science with Biology,FA / Humanities,70% – 80% (A Grade),2,5,4,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
447,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),2,3,4,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
448,Science with Computer Science,ICS (Intermediate in Computer Science),Above 80% (A-1 Grade),5,1,2,3,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
449,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),4,2,3,5,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
450,Science with Computer Science,I.Com (Commerce),70% – 80% (A Grade),2,4,2,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
451,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),5,3,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
452,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),3,5,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
453,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),1,4,3,1,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
454,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),4,3,2,3,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
455,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,4,2,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
456,Science with Biology,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),4,2,3,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
457,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),4,1,2,3,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
458,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,3,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
459,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),4,2,3,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
460,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),2,4,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
461,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,4,5,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
462,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),3,3,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
463,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),1,5,5,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
464,Science with Biology,FA / Humanities,Above 80% (A-1 Grade),2,5,4,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
465,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,4,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
466,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),4,2,3,5,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
